Price,Adj Close,Close,High,Low,Open,Volume
Ticker,FAKESTOCK.NS,FAKESTOCK.NS,FAKESTOCK.NS,FAKESTOCK.NS,FAKESTOCK.NS,FAKESTOCK.NS
