Price,Close,High,Low,Open,Volume
Ticker,AARON.NS,AARON.NS,AARON.NS,AARON.NS,AARON.NS
2025-05-26,207.03855895996094,211.4521264353241,200.58030149408035,204.37046894337993,34538
2025-05-27,211.25265502929688,214.419453021486,206.71441040594647,207.03856747489516,44908
2025-05-28,202.37564086914062,214.44437701197555,200.28107701598603,213.37215817078686,40790
2025-05-29,200.231201171875,204.9439964279217,199.45821009444566,202.974094338613,22712
2025-05-30,192.37655639648438,200.4805590962715,190.40665426787064,200.4805590962715,37046
2025-06-02,195.26905822753906,199.20886253197492,189.33443768476275,197.48831431196908,26852
2025-06-03,191.3292694091797,200.58030943875798,190.75575840816364,198.21144707944092,22312
2025-06-04,194.77035522460938,197.9870271181763,192.0274619018135,196.3412972122414,11788
2025-06-05,197.9870147705078,202.4255115539856,187.01544216357792,193.17448710270287,22392
2025-06-06,198.58547973632812,203.87177097790732,193.9225581123105,201.92681333059457,34630
2025-06-09,198.6353302001953,203.07384223247792,196.01711399253358,201.9766788767631,11594
2025-06-10,198.85975646972656,201.97668055232415,197.1142789834719,201.97668055232415,10068
2025-06-11,197.1890869140625,201.45304829438726,194.99477535040995,200.879522073754,12508
2025-06-12,196.29141235351562,200.48055524003323,194.59580871127704,197.0145296027431,9430
2025-06-13,198.73507690429688,199.4831386743256,187.01544250718024,196.0919314046043,18470
2025-06-16,199.63275146484375,203.87176830020968,194.7454204953408,194.7454204953408,22406
2025-06-17,196.93972778320312,201.40316914798348,196.49089376010957,201.17874452675878,4918
2025-06-18,201.2036895751953,201.97668066035058,196.9896021255271,196.9896021255271,12488
2025-06-19,194.89501953125,201.7273230882353,193.52357295895666,201.7273230882353,13584
2025-06-20,193.97242736816406,198.7350813221443,192.00252524222225,194.89502472955746,10590
2025-06-23,187.3645477294922,196.4659661084167,185.02061471676652,193.49864827521674,45208
2025-06-24,187.78843688964844,190.157299203133,185.51932223500035,189.78326831153015,22718
2025-06-25,186.8159637451172,190.25704486792674,185.61906794840374,189.50898309256138,11170
2025-06-26,181.28030395507812,188.11260760591418,179.6595034382858,187.58895523041394,29690
2025-06-27,179.73431396484375,184.52191257831456,178.53741811631517,181.28031141139823,23024
2025-06-30,183.25021362304688,183.8735984629411,179.2854799535771,180.3826433595335,15516
2025-07-01,192.07733154296875,196.4908992008697,182.00344178154302,183.25021144652314,24238
2025-07-02,190.35679626464844,195.99218899534728,189.5089868148396,195.99218899534728,7930
2025-07-03,194.87010192871094,195.91739150885937,189.55886611003388,191.50382377639156,13222
2025-07-04,195.26905822753906,196.46596927764202,193.77293463426656,196.46596927764202,8906
2025-07-07,186.64141845703125,193.49865160007514,185.5691995912629,192.0025280052292,19660
2025-07-08,184.4470977783203,189.50897931348032,184.0231930701954,186.6414092317632,16372
2025-07-09,182.0283660888672,186.8658383439027,181.03095038427065,182.85123100128814,20724
2025-07-10,182.00343322753906,184.52190174469058,181.55458399375672,184.52190174469058,9368
2025-07-11,180.0584716796875,183.499568183092,178.56234805885302,182.0283738681955,15874
2025-07-14,174.27346801757812,182.05329846938022,172.55291981033952,182.02836916408648,58448
2025-07-15,174.24851989746094,177.4153177915824,173.4505842928968,177.39038848680306,32602
2025-07-16,189.30950927734375,197.98702311561797,173.42566067621198,174.5477533764894,138844
2025-07-17,200.48056030273438,206.41518081011324,191.97759735276136,191.97759735276136,191696
2025-07-18,203.0489044189453,206.91389037703652,200.7797897183891,202.07643321271678,58972
2025-07-21,197.66285705566406,204.0463113724909,196.98959842224855,204.0463113724909,35792
2025-07-22,198.1116943359375,202.4255142146739,194.49606240658434,197.66286031271656,18976
2025-07-23,203.09877014160156,211.92590509737659,198.18649481806247,199.4831382606277,120578
2025-07-24,214.76853942871094,229.40561833829747,206.68948113188898,206.68948113188898,1345640
2025-07-25,227.859619140625,231.89915586734676,216.0153074162175,216.48908597293624,710504
2025-07-28,218.58364868164062,236.38752534950393,215.74102301474758,236.38752534950393,234418
2025-07-29,219.43145751953125,221.42628895152697,212.44954750754616,215.0926930671981,127096
2025-07-30,219.2569122314453,230.05393458439107,216.38934197593963,218.68340122421546,93692
2025-07-31,223.42112731933594,225.86479285551988,215.9654385230575,217.38675900634865,80708
2025-08-01,218.45896911621094,228.50794453872143,216.9379162509295,223.4211183457849,38086
2025-08-04,228.80715942382812,230.40303065899212,222.52345258134045,226.9120756490074,100852
2025-08-05,221.5010986328125,229.60510156480868,219.43146400482013,229.60510156480868,45042
2025-08-06,232.7968292236328,238.3823634936535,219.73069207170337,224.31879537553218,92342
2025-08-07,231.5749969482422,236.83635876335563,224.41853614077084,234.39269330258287,52816
2025-08-08,227.0,232.97500610351562,226.0,228.5749969482422,26446
2025-08-11,202.5500030517578,225.52499389648438,200.25,224.60000610351562,155480
2025-08-12,205.5500030517578,213.27499389648438,192.625,205.0,214710
2025-08-13,211.64999389648438,215.0,201.375,205.5500030517578,57360
2025-08-14,228.1750030517578,232.5,212.5,214.8249969482422,234720
2025-08-18,220.3249969482422,232.4499969482422,219.0,228.1750030517578,130588
