Price,Close,High,Low,Open,Volume
Ticker,AJOONI.NS,AJOONI.NS,AJOONI.NS,AJOONI.NS,AJOONI.NS
2025-05-26,5.920000076293945,5.96999979019165,5.889999866485596,5.929999828338623,189166
2025-05-27,5.929999828338623,5.980000019073486,5.900000095367432,5.96999979019165,244626
2025-05-28,5.909999847412109,5.960000038146973,5.900000095367432,5.929999828338623,167992
2025-05-29,5.900000095367432,5.960000038146973,5.800000190734863,5.960000038146973,449528
2025-05-30,5.869999885559082,5.909999847412109,5.840000152587891,5.849999904632568,264100
2025-06-02,5.889999866485596,5.920000076293945,5.800000190734863,5.800000190734863,416492
2025-06-03,5.829999923706055,5.940000057220459,5.820000171661377,5.940000057220459,360162
2025-06-04,5.820000171661377,5.900000095367432,5.809999942779541,5.889999866485596,296741
2025-06-05,5.730000019073486,5.869999885559082,5.710000038146973,5.820000171661377,689848
2025-06-06,5.619999885559082,5.789999961853027,5.5,5.699999809265137,1186302
2025-06-09,5.650000095367432,5.769999980926514,5.630000114440918,5.75,511264
2025-06-10,5.650000095367432,5.75,5.639999866485596,5.75,545700
2025-06-11,5.659999847412109,5.71999979019165,5.650000095367432,5.699999809265137,518237
2025-06-12,5.619999885559082,5.71999979019165,5.610000133514404,5.71999979019165,320473
2025-06-13,5.5,5.659999847412109,5.489999771118164,5.619999885559082,523839
2025-06-16,5.639999866485596,5.730000019073486,5.400000095367432,5.5,588134
2025-06-17,5.630000114440918,5.75,5.610000133514404,5.699999809265137,490571
2025-06-18,5.599999904632568,5.659999847412109,5.590000152587891,5.610000133514404,206137
2025-06-19,5.489999771118164,5.690000057220459,5.400000095367432,5.690000057220459,466695
2025-06-20,5.460000038146973,5.550000190734863,5.409999847412109,5.409999847412109,263659
2025-06-23,5.579999923706055,5.599999904632568,5.400000095367432,5.460000038146973,225740
2025-06-24,6.03000020980835,6.599999904632568,5.590000152587891,5.599999904632568,3178466
2025-06-25,6.050000190734863,6.239999771118164,5.980000019073486,6.070000171661377,1451672
2025-06-26,6.03000020980835,6.130000114440918,6.0,6.0,658879
2025-06-27,6.019999980926514,6.070000171661377,6.0,6.03000020980835,301790
2025-06-30,6.0,6.059999942779541,5.989999771118164,6.050000190734863,490235
2025-07-01,5.869999885559082,6.050000190734863,5.849999904632568,6.050000190734863,898451
2025-07-02,5.909999847412109,5.949999809265137,5.849999904632568,5.949999809265137,318063
2025-07-03,5.889999866485596,5.96999979019165,5.869999885559082,5.96999979019165,270872
2025-07-04,5.860000133514404,5.920000076293945,5.820000171661377,5.889999866485596,223028
2025-07-07,5.820000171661377,5.869999885559082,5.820000171661377,5.849999904632568,200223
2025-07-08,5.809999942779541,5.880000114440918,5.800000190734863,5.820000171661377,150223
2025-07-09,5.78000020980835,5.880000114440918,5.760000228881836,5.880000114440918,208270
2025-07-10,5.789999961853027,5.800000190734863,5.690000057220459,5.690000057220459,211474
2025-07-11,5.659999847412109,5.849999904632568,5.650000095367432,5.829999923706055,424947
2025-07-14,5.650000095367432,5.710000038146973,5.619999885559082,5.710000038146973,186637
2025-07-15,5.619999885559082,5.730000019073486,5.599999904632568,5.679999828338623,479933
2025-07-16,5.860000133514404,6.150000095367432,5.590000152587891,5.639999866485596,862163
2025-07-17,5.949999809265137,6.050000190734863,5.860000133514404,5.929999828338623,888460
2025-07-18,5.760000228881836,5.96999979019165,5.699999809265137,5.96999979019165,831036
2025-07-21,5.670000076293945,5.800000190734863,5.650000095367432,5.800000190734863,540023
2025-07-22,5.659999847412109,5.730000019073486,5.650000095367432,5.650000095367432,234401
2025-07-23,5.579999923706055,5.730000019073486,5.559999942779541,5.730000019073486,290138
2025-07-24,5.599999904632568,5.699999809265137,5.539999961853027,5.699999809265137,301668
2025-07-25,5.639999866485596,5.710000038146973,5.53000020980835,5.599999904632568,411628
2025-07-28,5.449999809265137,5.630000114440918,5.25,5.610000133514404,450785
2025-07-29,5.570000171661377,5.599999904632568,5.5,5.599999904632568,250152
2025-07-30,5.550000190734863,5.650000095367432,5.53000020980835,5.650000095367432,156761
2025-07-31,5.429999828338623,5.579999923706055,5.369999885559082,5.420000076293945,391374
2025-08-01,5.460000038146973,5.519999980926514,5.429999828338623,5.5,172401
2025-08-04,5.46999979019165,5.599999904632568,5.400000095367432,5.599999904632568,239360
2025-08-05,5.380000114440918,5.599999904632568,5.349999904632568,5.599999904632568,284043
2025-08-06,5.309999942779541,5.420000076293945,5.25,5.380000114440918,264491
2025-08-07,5.269999980926514,5.320000171661377,5.210000038146973,5.300000190734863,249055
2025-08-08,5.300000190734863,5.369999885559082,5.25,5.25,151903
2025-08-11,5.21999979019165,5.380000114440918,5.199999809265137,5.300000190734863,307003
2025-08-12,5.179999828338623,5.260000228881836,5.010000228881836,5.239999771118164,518963
2025-08-13,5.159999847412109,5.28000020980835,5.119999885559082,5.269999980926514,237028
2025-08-14,5.150000095367432,5.260000228881836,5.130000114440918,5.170000076293945,209181
2025-08-18,5.059999942779541,5.349999904632568,5.010000228881836,5.349999904632568,336668
2025-08-19,5.159999847412109,5.199999809265137,5.059999942779541,5.059999942779541,193174
2025-08-20,5.309999942779541,5.380000114440918,5.170000076293945,5.28000020980835,337319
2025-08-21,5.210000038146973,5.349999904632568,5.199999809265137,5.349999904632568,317798
2025-08-22,5.110000133514404,5.239999771118164,5.070000171661377,5.210000038146973,298921
2025-08-25,5.079999923706055,5.190000057220459,5.070000171661377,5.190000057220459,234199
2025-08-26,5.239999771118164,5.940000057220459,5.090000152587891,5.099999904632568,4524559
2025-08-28,5.389999866485596,5.590000152587891,5.300000190734863,5.400000095367432,903423
2025-08-29,5.389999866485596,5.539999961853027,5.369999885559082,5.46999979019165,483539
2025-09-01,5.309999942779541,5.449999809265137,5.260000228881836,5.400000095367432,257868
2025-09-02,5.25,5.369999885559082,5.239999771118164,5.309999942779541,364109
2025-09-03,5.190000057220459,5.340000152587891,5.179999828338623,5.269999980926514,581241
2025-09-04,5.239999771118164,5.369999885559082,5.150000095367432,5.369999885559082,483649
2025-09-05,5.210000038146973,5.320000171661377,5.199999809265137,5.309999942779541,200123
2025-09-08,5.21999979019165,5.320000171661377,5.179999828338623,5.199999809265137,258057
2025-09-09,5.21999979019165,5.289999961853027,5.179999828338623,5.21999979019165,228577
2025-09-10,5.150000095367432,5.289999961853027,5.150000095367432,5.289999961853027,577644
2025-09-11,5.159999847412109,5.239999771118164,5.119999885559082,5.239999771118164,344262
2025-09-12,5.150000095367432,5.230000019073486,5.119999885559082,5.130000114440918,296652
2025-09-15,5.349999904632568,5.409999847412109,5.070000171661377,5.199999809265137,1244717
2025-09-16,5.679999828338623,5.769999980926514,5.349999904632568,5.420000076293945,2401796
2025-09-17,5.829999923706055,5.940000057220459,5.699999809265137,5.789999961853027,1151897
2025-09-18,5.849999904632568,5.940000057220459,5.820000171661377,5.900000095367432,898104
2025-09-19,5.639999866485596,5.869999885559082,5.570000171661377,5.869999885559082,550328
2025-09-22,5.440000057220459,5.639999866485596,5.400000095367432,5.639999866485596,397389
2025-09-23,5.360000133514404,5.5,5.329999923706055,5.409999847412109,378047
2025-09-24,5.5,5.710000038146973,5.349999904632568,5.360000133514404,443736
2025-09-25,5.400000095367432,5.570000171661377,5.360000133514404,5.570000171661377,186395
2025-09-26,5.289999961853027,5.550000190734863,5.28000020980835,5.550000190734863,248684
2025-09-29,5.28000020980835,5.570000171661377,5.199999809265137,5.340000152587891,579169
